id;idPeriodico;periodico;url;fecha;fechaPublicacion;autor;seccion;palabrasClaves;titular;subtitular;imagen;contenido;derecho;otrosDerechos;subDerechos;EP
128;266791;EN;http://www.el-nacional.com/noticias/sucesos/266-funcionarios-seguridad-fueron-asesinados-2018_266791;17/01/2019;2019-01-17T01:15:00-0400;SANDRA GUERRERO | sguerrero@el-nacional.com;Sucesos;NO_TIENE;266 funcionarios de seguridad fueron asesinados en 2018;Si bien la cifra bajó en relación con años anteriores, \"la disminución no obedece a políticas de los organismos\";http://en-cdnmed.agilecontent.com//resources/jpg/5/4/1547687246645.jpg;"La Fundación para el Debido Proceso presentó su informe anual Funcionarios Caídos, en el que se detalla que el año pasado fueron ultimados 266 funcionarios de los cuerpos de seguridad: 209 policías, 54 militares y 3 escoltas. \"Cabe destacar que las cifras de homicidios contra funcionarios policiales, militares o escoltas bajó en 2018, al compararlos con los años 2017 y 2016, en porcentajes realmente significativos\", señala el documento. Y agrega: \"Dicha disminución no obedece a políticas de seguridad implementadas en los organismos involucrados o a cuidados extremos que estén realizándose, si no efectivamente a la carencia de funcionarios que están registrando estas instituciones, bien sea por renuncia o deserción\". Las mayores bajas fueron en la Policía Nacional Bolivariana, con 48 muertes; la Guardia Nacional Bolivariana, con 44; y el Cuerpo de Investigaciones Científicas, Penales y Criminalísticas, con 41. En cuanto a las policías estatales, en Aragua hubo 24 víctimas. \"De los números obtenidos, tanto de muertes como de detenciones y renuncias de los funcionarios de nuestro país, indudablemente tenemos que pensar que la seguridad ciudadana se encuentra en riesgo\", alertó Jackeline Sandoval, directora ejecutiva de Fundepro. Muchas de las muertes ocurrieron en enfrentamientos; otros fueron víctimas de la delincuencia: 126 fallecieron en robos, en 62 de los casos les quitaron el arma de reglamento y a 24 los despojaron de los vehículos que conducían; 76 víctimas estaban trabajando y 190 disfrutaban de su día libre. En marzo murieron 32 funcionarios, siendo el mes de mayor fatalidad. Febrero, con 29 víctimas, y noviembre, con 28, fueron otros de los meses con más muertes. Las entidades donde se dio mayor cantidad de bajas fueron Aragua, con 45 víctimas; Miranda, con 43; Distrito Capital, con 31; Carabobo, con 23; y Bolívar y Anzoátegui, con 20 víctimas cada uno.";CONTEXTO;1.10;1.10.1;NO
129;268742;EN;http://www.el-nacional.com/noticias/protestas/habitantes-chacaito-protestan-este-miercoles-contra-maduro_268742;30/01/2019;2019-01-30T12:20:00-0400;El Nacional;Protestas;Protestas, Caracas;Habitantes de Chacaíto protestaron este miércoles contra Maduro;En diversos sectores de la capital, los manifestantes salieron a las calles para exigir a las Fuerzas Armadas que se apeguen a la Constitución;http://en-cdnmed.agilecontent.com//resources/jpg/6/8/1548866727886.jpg;Habitantes de Chacaíto se concentraron este miércoles en las calles para solicitar a las Fuerzas Armadas apego a la Constitución y que se permita la llegada de ayuda humanitaria al país. Los manifestantes, con banderas y gorras tricolor, trancaron la avenida Francisco de Miranda, en señal de protesta, con banderas y entonando consignas en contra Nicolás Maduro. Fotos: Gabriela Galíndez En diversos puntos de la avenida Francisco de Miranda, los manifestantes y habitantes de los sectores exigen la mejora del sector de salud y en apoyo del presidente interino de Venezuela, Juan Guaidó. En otros sectores de Caracas como El Hatillo, La Candelaria, Altamira, El Paraíso, Santa Fe, Prados del Este, Los Cortijos, los ciudadanos respondieron a la convocatoria que realizó el presidente interino Juan Guiadó.;12;;;SI
130;266617;EN;http://www.el-nacional.com/noticias/sucesos/llevaran-fiscalia-caso-del-fallecido-hospital-clinico-universitario_266617;16/01/2019;2019-01-16T07:00:00-0400;SANDRA GUERRERO | sguerrero@el-nacional.com;Sucesos;NO_TIENE;Llevarán a Fiscalía caso del fallecido en el Hospital Clínico Universitario;Eduan Jesús Pérez Marcano murió durante la falla eléctrica que se registró el sábado 12;http://en-cdnmed.agilecontent.com//resources/jpg/0/7/1489614094870.jpg;"Familiares de Eduan Jesús Pérez Marcano denunciarán el caso en la Fiscalía. El hombre, de 27 años de edad, estaba recluido en la sala de Trauma Schock del Hospital Clínico Universitario de Caracas y falleció el sábado 12 a consecuencia del apagón que hubo en ese centro de salud. El paciente, que presentaba hemorragia cerebral, estaba conectado a una máquina de ventilación; al originarse la falla, le suministraron oxígeno. Duglesca Pérez, hermana del fallecido, dio los detalles cuando fue a la morgue a reclamar el cuerpo. Indicó que la familia estaba consciente del delicado estado de salud en que se encontraba su hermano, pero mostró su desacuerdo en que ordenaran hacerle una autopsia médico legal cuando la experticia clínica debían hacerla en el HCU. Dijo que en el informe suscrito por el médico José Becerra se señaló que la muerte se originó a consecuencia del apagón, pero el informe enviado a la morgue obvió ese dato. Agregó que José Volcán, coordinador de Administración del HCU, les indicó que hacerle la experticia médico legal era una orden del Ministerio de Salud. Le dijeron que le harían la autopsia en la morgue de Bello Monte, debido a que el paciente presentaba un golpe. Pérez explicó que su hermano perdió el equilibrio y cayó al piso antes de que lo examinaran. La policía judicial inició una \"averiguación muerte\" por este caso. Pérez Marcano era colector en autobuses de la ruta Maracay-Valencia. Vivía en La Vega. Era el tercero de cinco hermanos y padre de una niña de 6 años de edad. Duglesca Pérez dijo que cuando su hermano comenzó con el malestar, lo llevaron a un ambulatorio de San Mateo, en el estado Aragua, y posteriormente al hospital José María Benítez, en La Victoria, de donde lo refirieron al Pérez Carreño. Como allí no había cupo, y el paciente necesitaba ser examinado por un neurocirujano, lo llevaron al Hospital Universitario.";2.1;1.10;2.1.1, 1.10.2;NO
131;267881;EN;http://www.el-nacional.com/noticias/politica/gnb-pnb-reprimieron-protestas-con-gas-lacrimogeno-perdigones_267881;24/01/2019;2019-01-24T01:15:00-0400;CRISTIAN BRICEÑO | @cristianmbg92 | CARLOS SEIJAS MENESES | @carlosgmeneses;Política;Política, GNB, PNB;GNB y PNB reprimieron protestas con gas lacrimógeno y perdigones;En El Paraíso funcionarios no permitieron que manifestantes marcharan hacia la plaza Juan Pablo II de Chacao, punto de encuentro anunciado por la oposición. En vano intentaron dialogar para que los dejaran pasar a San Martín;http://en-cdnmed.agilecontent.com//resources/jpg/5/5/1548265925655.jpg;Con bombas lacrimógenas, funcionarios de la Policía Nacional Bolivariana reprimieron a cientos de personas que marchaban en la mañana por la avenida Páez de El Paraíso con banderas de Venezuela, gorras y camisas blancas, a pesar de que la Conferencia Episcopal pidió expresamente a policías y militares que \"protegieran\" a los manifestantes que caminarían para denunciar \"que Nicolás Maduro usurpa la Presidencia\". A 30 metros de los cuerpos de seguridad, una señora de 72 años de edad, gritó: \"Ya no soportamos a Maduro, no tenemos medicamentos, no tenemos libertad\". Pese a la presencia de la fuerza represiva, los ciudadanos expresaron con fuerza: \"No quiero bono, no quiero CLAP, lo que yo quiero es que se vaya Nicolás\". Algunas personas intentaron animar a la gente para que siguiera por la avenida, pero la mayoría decidió cambiar de rumbo hacia el puente 9 de Diciembre, que tiene una salida hacia la autopista Francisco Fajardo, donde solo pudieron caminar unos pocos metros. Un piquete de la PNB, junto a una tanqueta, llegó y le bloqueó el paso. Los ciudadanos intentaron dialogar con los funcionarios para pasar a San Martín y lograr incorporarse a la ruta hacia Chacao. Pero fue en vano. La PNB disparó lacrimógenas que los manifestantes les devolvían con la mano desnuda. Hubo más perdigones y llegaron otras tanquetas. \"Cóctel molotov\", empezaron a decir los presentes. Algunos armaron las botellas con gasolina y paños y las lanzaron a los vehículos militares. Sonaron las campanas de la iglesia y grupos de religiosos ayudaron a la gente que necesitaba sustancias que anularan los gases. \"Es la primera vez que salimos como personal religioso a apoyar a nuestro pueblo\", dijo uno de ellos. Al final no pudieron dejar El Paraíso. La ballena corrió, momentáneamente, a las personas en el puente. Un grupo de motorizados con franelas de símbolos del oficialismo pretendía amedrentar a los ciudadanos en las adyacencias del elevado. Nadie se retiró del lugar. Luego del mediodía, denunciaron que guardias nacionales agredieron con perdigones al diputado Simón Calzadilla, quien se encontraba en la avenida Páez de El Paraíso. El parlamentario, herido en una pierna, en el abdomen y en un brazo, acudió a un centro asistencial. Casi a las 3:00 pm, funcionarios de la PNB reprimieron a manifestantes en Chacaíto con gas lacrimógeno luego de que el diputado Juan Guaidó, presidente de la Asamblea Nacional, asumió las competencias del Ejecutivo Nacional como presidente encargado de Venezuela. A las 2:57 pm reportaron que un joven fue herido de perdigón. Gustavo Duque, alcalde del municipio Chacao, reportó que a las 5:46 pm persistía en Altamira el conflicto entre funcionarios de la GNB y la PNB y manifestantes, quienes corrieron hacia el norte de la zona. \"Volvimos, las calles son nuestras\". Desde tempranas horas de la mañana, por los cuatro puntos cardinales de la Gran Caracas discurrieron por calles, avenidas y autopistas ríos de venezolanos, que desembocaron en la plaza Juan Pablo II de Chacao. Los ciudadanos, mayoritariamente vestidos de blanco y portando el tricolor, salieron no solamente del este de la ciudad capital, sino también del municipio Libertador, de zonas como San José de Cotiza, San Bernardino, parroquia Candelaria, Nueva Granada, avenida Victoria y la plaza Madariaga de El Paraíso. \"Volvimos, las calles son nuestras\", se leía en una pancarta que llevaba una mujer en la avenida Francisco de Miranda. \"¿Quiénes somos? ¡Venezuela! ¿Qué queremos? ¡Libertad!\", decían, con brío, las personas mientras se dirigían al municipio Chacao. \"Decidí salir a la calle porque mi familia está desintegrada, está fuera del país. Los que estamos aquí ni siquiera podemos darnos una cálida vida buena como la que mi mamá me dio con un sueldo mínimo\", dijo Betzabeth Pérez, quien llevaba una pancarta con la que se leía: \"Venezuela libre. No a la dictadura\". La mujer, que trabaja en el Urológico San Román, cree que esta vez sí hay esperanzas. \"Contamos con las zonas populares, a diferencia de hace dos años. Todos padecemos de lo mismo\", añadió. En la ruta hacia Chacao desde el municipio Baruta las personas sonaban pitos y cornetas. Casi al mediodía, José Luis Aponte, uno de los vecinos de la parroquia El Cafetal que bajaba por la avenida principal, dijo que la población está cansada de una \"revolución\" que lleva dos décadas y que \"no sirve para nada\", e indicó que apoya a la Asamblea Nacional. \"Se respira un aire nuevo, de esperanza, no solamente en el este, sino también en la zona del oeste. El pueblo está sintiendo el hambre que tenemos desde hace 20 años, estamos totalmente deteriorados\", expresó.;12;;;SI
132;263721;EN;http://www.el-nacional.com/noticias/protestas/vecinos-popita-san-cristobal-protestan-para-exigir-venta-gas_263721;18/12/2018;2018-12-352T11:45:00-0400;El Nacional Web;Protestas;Servicios, Táchira, Protestas, Gobierno;Vecinos de La Popita en San Cristóbal protestan para exigir venta de gas;Los manifestantes mantienen cerrada la avenida Ferrero Tamayo;http://en-cdnmed.agilecontent.com//resources/jpg/6/7/1545146699576.jpg;Vecinos del sector La Popita en San Cristóbal, estado Táchira, protestan este martes para exigir la venta de gas. Reportes de Twitter indican que los manifestantes se encuentran desde las 10:00 am, manifestando en la avenida Ferrero Tamayo. Imágenes difundidas en la red muestran que desplegaron las bombonas por la vía para impedir el paso de vehículos. Usuarios sugieren a los conductores tomar previsiones por la situación.;2.8;;2.8.1;SI
133;32105;EU;http://www.eluniversal.com/venezuela/32105/la-manifestacion-en-rechazo-a-la-usurpacion-desbordo-las-calles-y-avenidas-en-diversos-estados-del;02/02/2019;02/02/2019 04:25 pm;EQUIPO DE CORRESPONSALES;venezuela;NO_TIENE;Manifestaciones en rechazo a la usurpación desbordaron las calles del país;La convocatoria nacional se cumplió en en todas las regiones del país;http://mmedia.eluniversal.com/17929/z-16818.jpeg;"Miles de ciudadanos asistieron a la convocatoria de la oposición para rechazar la usurpación de funciones y la búsqueda de la paz, la libertad y la esperanza en el estado Lara. Música, risas y alegría se repetía en los rostros de la gente que acudió de nuevo a la convocatoria para expresar al país y al mundo su posición frente a la crisis humanitaria. En Barquisimeto las marchas salieron de Cabudare, este, norte sur y oeste de la ciudad, con consignas diversas pidiendo la salida de Maduro y la entrada de la ayuda humanitaria urgente. Entre tanto, en la Plaza Bolívar donde fueron convocados los simpatizantes del PSUV, la escasa asistencia era evidente. Muchos presentes que intentaban retirarse a escondidas de los dirigentes señalaban que eran obligados a asistir como funcionarios públicos y la amenaza era directa: \"o van o serán botados de inmediato.\" Con información de Marla Prato Consignas por el cese de la usurpación Asimismo, los margariteños volvieron a llenar las calles con una masiva marcha y concentración popular. Desde los distintos municipios, los neoespartanos se movilizaron para asistir a la concentración, con una organización previa de autobuses impulsada por diversos grupos civiles y políticos. El gobernador Alfredo Díaz acompañó a los ciudadanos expresando que cada día se demuestra el deseo pacífico de los venezolanos para recuperar el sistema democrático, pero sin restarle fuerza al objetivo inmediato. Las consignas que recorrieron las calles de Juangriego estuvieron centradas en los tres puntos de la agenda de la Asamblea Nacional como son cese a la usurpación, gobierno de transición y elecciones con nuevas instituciones. Igualmente se destacó que siendo Marcano un municipio gobernado por una alcaldesa bolivariana, no hubo injerencia de grupos políticos contrarios, lo que fue reconocido como un mensaje positivo de la unión ciudadana que puede darse prontamente. Con información de Ana Carolina Arias Por el cambio marcharon en Monagas Mientras tanto, en el estado Monagas, la dirigencia del Frente Amplio Venezuela Libre y todos los factores de la oposición acompañaron al pueblo, marchado desde tres puntos de concentración y volviendo a desbordar la avenida Bolívar con Juncal de Maturín. El mensaje de los presentes fue muy claro: esta movilización fue espontánea, sin autobuses pagados, sin bolsas del CLAP. Lo que movió a la gente fue la voluntad de cambio que aseguran está pidiendo a gritos Monagas y el país ante los severos problemas económicos que todos, sin distingo de colores políticos están padeciendo. Desde temprano partieron las marchas desde Farmatodo Tipuro, El Guacharín y la plaza Piar, con entusiasmo y alegría, donde numerosas personas una vez más vestidas con camisetas de la Vinotinto y portando el tricolor nacional, marcharon para protestar contra el Gobierno Nacional y respaldando todas las acciones emprendidas por la Asamblea Nacional y su presidente, Juan Guaidó. La dirigencia opositora en pleno acompañó la manifestación, donde el secretario general del Frente Amplio Venezuela Libre en Monagas, Ángel Aristimuño agradeció a todo el pueblo monaguense por su demostración de solidaridad y civismo. \"Esta es una gran demostración de la voluntad de cambio existente en el país y Monagas no escapa a esta realidad. De manera espontánea todos marcharon en Maturín, sin estar obligados por nadie, sino por voluntad propia\", agregó. También intervinieron la secretaria general de AD Monagas, Sandra Alfaro, Elía Cabello del Movimiento Progresista, Orlando Lara por Voluntad Popular,  los parlamentarios a la AN por Monagas, José Antonio Mendoza, Juan Pablo García, Piero Maroun y María Gabriela Hernández, todos con discursos que hicieron el llamado a respaldar las acciones emprendidas por la Asamblea Nacional. Los estudiantes también estuvieron presentes, representados en José Caña y Kelvin Aguilera de la Upel, Emilio Bolas y Thalía Salas de la UDO Monagas, los decanos de la UDO y la Upel, Alcides Zaragoza, el profesor Reinaldo Monteverde y Hernán Azócar de los gremios de la UDO y la Upel, cerrando con las palabras de concordia y paz en representación de la Iglesia, que ofreció el padre Agustín Andarcia. Sin contratiempos se produjo la movilización , donde el principal mensaje fue por el cambio. Con información de Estrella Velandia \"Los anzoatiguenses estamos con Dios no con Maduro\" Por tercera vez, la gente de Anzoátegui salió a la calle para dar su respaldo a la Ayuda Humanitaria internacional y para pedir la salida urgente del Gobierno de Nicolás Maduro. Un lleno total se observó en el sector Daddaven, avenida Intercomunal con Venecia, donde se concentraron los distintos grupos que marcharon desde Puerto La Cruz, Lechería y Barcelona. El Frente Amplio Libre había ordenado a última hora hacer manifestaciones municipales, pero la sociedad le aplicó el artículo 350 de la Constitución y desacató la decisión y todos caminaron hacia la ruta inicial, Daddaven. Poco a poco se fueron aglutinando los participantes gritando con fuerza \"Libertad, Libertad\", \"Fuera Maduro\", \"Necesitamos de inmediato la Ayuda Humanitaria\", \"Apoyamos a Juan Guaidó\". Banderas y pancartas acompañaron la jornada sabatina opositora. \"Soy un sobreviviente de la dictadura\", \"Estoy aquí por mis hijos, mis nietos y Venezuela\", \"Los anzoatiguenses estamos con Dios no con Maduro\" y \"Gracias a los países del mundo que hoy nos tienden las manos\". En el evento, el alcalde de Lechería, Manuel Ferreira, dijo que \"Venezuela dejó de ser un país de día para convertirse en uno de horas, porque los cambios vienen pronto\". Mientras, el parlamentario a la Asamblea Nacional, Omar González, indicó que \"el pueblo salió a las calles para acabar con esta pesadilla que comenzó hace 20 años, y hoy día de la Virgen de la Candelaria, estamos diciéndole al mundo que queremos libertad\". Alejandro Aguilera, secretario general del Movimiento Ecológico Venezolano, dijo que Anzoátegui está ansioso de la paz, de las medicinas y de un nuevo rumbo que permita reconstruir al país, mientras el diputado a la AN, Carlos Andrés Michelangeli, sostuvo que el 90% de los venezolanos ha manifestado su apoyo al cambio y esta es una manifestación de ese sentir. Con información de Miriam Rivero Zulianos en las calles agradecen apoyo del mundo Al grito de \"Libertad\" inició este sábado la manifestación pacífica en el Zulia convocada por el presidente interino de Venezuela, Juan Guaidó. Pasadas las 10 de la mañana, los manifestantes partieron desde los diferentes puntos de concentración hasta llegar a la avenida Delicias con la calle 77 (5 de julio) para exigir la restitución de la democracia en el país. Desiree Barboza, diputada de la Asamblea Nacional, también coordinadora regional de Voluntad Popular en el Zulia, en su intervención al final de la concentración, exhortó a los países que aún no se han pronunciado que manifiesten su respaldo a la lucha que está dando el pueblo venezolano. \"Nuestra lucha por la libertad y la democracia no cesara, Venezuela hoy grita y exige democracia\", apuntó. La diputada recordó que un día como hoy, hace cinco años Leopoldo López convocó unas asambleas ciudadanas en todo el país en búsqueda de una salida al desastre económico y social que se vive en Venezuela desde hace 20 años. \"Desde el Zulia le decimos a Leopoldo López que hoy estamos más cerca de lograr la libertad que él tanto ha anhelado para nuestro país. La dictadura te encarceló hace casi cinco años, pero al igual que Venezuela pronto serás libre\", sostuvo. En Punto Fijo atendieron llamado de Guaidó a salir al mediodía para protestar Coordinadores del Frente Amplio Venezuela Libre invitaron al menos a 15 puntos diferentes en la ciudad de Punto Fijo para reiterar el apoyo a Juan Guaidó como presidente interino de Venezuela. La gente asistió y no se registró ningún hecho violento. En pleno mediodía, en puntos como la plaza Rafael González de Casacoima, la redoma de Banco Obrero, Santa Irene, Las Virtudes y otros, se observaron grupos nutridos de personas con banderas y gritando \"Fuera Maduro\" y \"Ayuda humanitaria\", entre otras consignas. Wilfredo Senior, 63 años, coordinador de Vente Venezuela en Paraguaná, expresó que \"respondemos al llamado de nuestro presidente Juan Guaidó. Yo soy docente, me metí a político ahora para luchar por mi país. Hoy pedimos que dejen entrar las medicinas y la ayuda humanitaria, estamos listos para atender cada llamado. Todo esto suma a otras estrategias como las sanciones que nos parecen ideales para que no se sigan robando el dinero que es de los venezolanos. Con información de Mircely Guanipa.";4.3;;;SI
134;264318;EN;http://www.el-nacional.com/noticias/protestas/ciudadanos-reclamaron-restitucion-servicio-gas-portuguesa_264318;23/12/2018;2018-12-357T03:46:00-0400;El Nacional Web;Protestas;Protestas, Denuncia;Ciudadanos reclamaron restitución de servicio de gas en Portuguesa;Residentes protestaron frente a la casa del presidente del CLEP, Antonio Vásquez, por tener cuatro meses cocinando con leña, mientras que el diputado regional recibe camiones de gas en su residencia;http://en-cdnmed.agilecontent.com//resources/jpg/0/2/1545596340820.jpg;"Ciudadanos del estado Portuguesa protestaron este domingo al frente de la casa del presidente del Consejo Legislativo de la entidad, Antonio Vásquez, debido a que, presuntamente, vieron un camión de bombonas de gas propano en las adyacencias de la residencia del diputado regional la noche de este sábado, mientras que ellos tienen cuatro meses sin recibir servicio de gas doméstico. Los residentes del sector solicitaron al chofer del camión que les vendieran gas y se les negó, así lo informó el portal El Pitazo. \"Para nosotros fue una burla eso de anoche. Tenemos largos días cocinando con leña porque no tenemos gas, ¿cómo es posible que aquí haya un camión con bombonas de gas, le pidamos respetuosamente que nos venda gas y nos dice que no, que eso es para el legislador Antonio Vásquez? Nosotros nunca lo vemos a usted por acá\", dijo una ciudadana durante la manifestación. Con información de El Pitazo";2.8;;2.8.1;SI
135;263775;EN;http://www.el-nacional.com/noticias/politica/tribunal-aplazo-proceso-contra-trabajadores-venalum-presos-por-protestar_263775;18/12/2018;2018-12-352T03:53:00-0400;EL NACIONAL WEB;Política;Política;Tribunal aplazó proceso contra trabajadores de Venalum presos por protestar;Familiares de los detenidos aseguraron que las autoridades gubernamentales politizaron el caso ;http://en-cdnmed.agilecontent.com//resources/jpg/8/1/1545158912218.jpg;El juez del Tribunal Supremo de Justicia, en Puerto Ordaz, pidió un plazo de 48 horas para dar el veredicto final de los cuatro empleados de la reductora de aluminio Venalum que fueron detenidos por protestar. Los trabajadores volverán este martes al Palacio de Justicia para conocer la decisión del juez. Familiares de los detenidos informaron que en la audiencia de presentación, al secretario general de la organización sindical le imputaron 10 delitos, mientras que a los otros tres trabajadores les imputaron 8 delitos. \"En el caso del presidente de Sutrapuval eran 22 delitos y quedó en 10 delitos. A los otros tres trabajadores los culpaban de 16 delitos, pero quedaron en 8 finalmente. Politizaron ese asunto\", dijeron los familiares. Con información del Correo del Caroní;1.10;1.2;1.10.1, 1.2.1.3;NO
136;265608;EN;http://www.el-nacional.com/noticias/protestas/vecinos-candelaria-cerraron-avenida-urdaneta_265608;08/01/2019;2019-01-08T02:21:00-0400;El Nacional Web;Protestas;Hidrocapital, Agua, Servicios, Luz, Corpoelec, Protestas, Sociedad;Vecinos de La Candelaria cerraron la avenida Urdaneta;Los habitantes de la zona aseguran que no cuentan con los servicios de agua y luz desde el 30 de diciembre ;http://en-cdnmed.agilecontent.com//resources/jpg/7/2/1546971377127.jpg;"Vecinos de una residencia ubicada en La Candelaria, Caracas, cerraron este martes la avenida Urdaneta, en ambas direcciones, para exigir el restablecimiento de la luz y el agua potable. Aseguran que tienen desde el 30 de diciembre sin los servicios básicos. Además, solicitan una respuesta por parte de la estatal Corpoelec debido a que les dijeron que debían comprar un transformador. Las personas ya permitieron el paso de vehículos en la vía; sin embargo, se mantienen en el lugar mientras sostienen carteles con mensajes alusivos a su protesta. \"10 días sin luz ni agua\", se puede leer en una de las pancartas.";2.8;;2.8.1;SI
137;265424;EN;http://www.el-nacional.com/noticias/protestas/habitantes-catia-protestan-tras-cinco-dias-sin-luz_265424;07/01/2019;2019-01-07T08:25:00-0400;El Nacional Web;Protestas;Luz, Protestas, Caracas;Habitantes de Catia protestaron tras cinco días sin luz;Vecinos de la calle Colombia trancan la calle para exigir a Corpoelec que resuelva el problema con la electricidad;http://en-cdnmed.agilecontent.com//resources/jpg/1/3/1546863801931.jpg;Habitantes de Catia, Distrito Capital, protestaron este lunes debido a la falta del suministro eléctrico por más de cinco días y solicitaron a Corpoelec que solucione el problema. Los manifestantes trancaron la calle Colombia. Los vecinos de la zona bloquearon los accesos viales con tablas y objetos grandes que no permitíann el paso vehicular. Una hora luego que inció la protesta llegó una cuadrilla de Corpoelec y Funcionarios de la GNB pidierona a los vecinos para que reabrieran el paso.;2.8;;2.8.1;SI
138;263223;EN;http://www.el-nacional.com/noticias/politica/andres-velasquez-respondio-las-acusaciones-maduro-sobre-mineria-ilegal_263223;13/12/2018;2018-12-347T08:55:00-0400;El Nacional Web;Política;Política, Nicolás Maduro, Oposición;Andrés Velásquez respondió a las acusaciones de Maduro sobre minería ilegal;El dirigente de La Causa R cuestionó al mandatario nacional sobre el decreto del Arco Minero;http://en-cdnmed.agilecontent.com//resources/jpg/5/9/1544707121495.jpg;Andrés Velásquez, dirigente del partido La Causa R, respondió a las acusaciones del presidente Nicolás Maduro, de dirigir una mafia de minería ilegal en Canaima. \"¿Quién firmó Decreto Arco Minero? ¿Quién estableció compañía militar de minería (Camimpeg)? ¿Quién actúa en Alianza con ELN?\", cuestionó Velásquez en su cuenta de Twitter. El mandatario nacional también acusó, este miércoles, durante una rueda de prensa con medios internacionales al diputado Américo de Grazia del caso. \"Está una mafia política de la derecha, un sector muy golpista, Andrés Velásquez y Américo  de Grazia. Son los dos personajes políticos detrás de estas mafias y si el Ministerio Público metiera un poquito la lupa lo que encuentra ahí es pudrición\".;3.2;1.3;3.2.1, 1.3.4;NO
139;31314;EU;http://www.eluniversal.com/politica/31314/narvaez-responsabilizo-al-mp-por-no-impedir-fuerza-militar-contras-las-manifestaciones;24/01/2019;24/01/2019 12:49 pm;Diario El Universal;politica;NO_TIENE;Responsabilizan al MP por no impedir fuerza militar contra las manifestaciones;El activista por los derechos humanos Rafael Narváez contabilizó 152 detenciones, 57 heridos y 13 asesinatos a nivel nacional;http://mmedia.eluniversal.com/17919/protestas-del-junquito-en-la-noche-del-22-de-enero--vpitv-15979.jpg;Caracas.- El activista por los derechos humanos, Rafael Narváez, responsabilizó al Ministerio Público y a la Defensoría del Pueblo por no ponerle límites al uso desproporcionado de la fuerza pública en contra de los manifestantes que se registraron en todo el territorio nacional con motivo del 23 de enero de 2019. El abogado contabilizó 152 detenciones que calificó de arbitrarias, 57 heridos y 13 asesinatos a nivel nacional: Amazonas (2), Barinas (3), Bolívar (2), Distrito Capital (3), Portuguesa (1), Táchira (2). El penalista acusó al Gobierno de violar el artículo 44 de la Constitución el cual establece que \"la libertad personal es inviolable\" e igualmente el artículo 64 sobre el derecho a las manifestaciones pacíficas y a la prohibición sobre el uso de armas de fuego para reprimir las protestas. Narváez dijo que los cuerpos de seguridad como el Sebin, la GNB, el CONAS, la PNB y el FAES actuaron en forma desproporcionada, con armamentos de guerra disparando contra las viviendas, residencias y ciudadanos que protestaban en los barrios y sectores populares del país en rechazo al gobierno del presidente Nicolás Maduro. Denunció que  el FAES \"es un cuerpo que actúa como un escuadrón sin alguna preparación policial para disuadir manifestaciones públicas\".;1.10;1.10;1.10.2, 1.10.2.1;SI
140;267138;EN;http://www.el-nacional.com/noticias/protestas/habitantes-guarenas-protestaron-para-exigir-suministro-gas_267138;19/01/2019;2019-01-19T09:46:00-0400;EL NACIONAL;Protestas;Miranda, Protestas;Habitantes de Guarenas protestaron para exigir suministro de gas;Los ciudadanos cerraron una vía de la entidad para realizar sus exigencias;http://en-cdnmed.agilecontent.com//resources/jpg/7/2/1547905244327.jpg;"Un grupo de vecinos de Guarenas, estado Miranda, salieron a las calles a protestar este sábado para exigir el suministro de gas doméstico en la localidad. Los habitantes del sector Las Clavellinas denunciaron que el servicio de gas doméstico no llega desde hace meses en la zona. \"La gente esta cansada de esperar el gas comunal y gas Domingas que nunca llega\", dijo un usuario. En las imágenes difundidas en Twitter se observó a los vecinos con las bombonas, obstruyendo el tránsito vehicular.";2.8;;2.8.1;SI
